property_id,source_id,source_region,feature_category,building,centroid_lat,centroid_lon,area_sq_m,area_sq_ft,area_sq_yd,perimeter_m,bbox
PROP-KOK-000427,way/356446403,kokapet,property_candidate,yes,17.39363808,78.33849099,174.26,1875.69,208.41,53.64,"{'min_lon': 78.3384062, 'min_lat': 17.3935723, 'max_lon': 78.3385758, 'max_lat': 17.3937039}"
PROP-KOK-000428,way/356450592,kokapet,property_candidate,yes,17.39406553,78.3347713,209.68,2256.93,250.77,63.48,"{'min_lon': 78.3346657, 'min_lat': 17.3940222, 'max_lon': 78.334877, 'max_lat': 17.3941089}"
PROP-KOK-000429,way/356462483,kokapet,property_candidate,yes,17.38591927,78.33700013,497.38,5353.8,594.87,95.47,"{'min_lon': 78.3368352, 'min_lat': 17.3858182, 'max_lon': 78.3371651, 'max_lat': 17.3860203}"
PROP-KOK-000430,way/356462549,kokapet,property_candidate,yes,17.3876015,78.34260675,808.56,8703.26,967.03,116.84,"{'min_lon': 78.3424929, 'min_lat': 17.3874348, 'max_lon': 78.3427206, 'max_lat': 17.3877682}"
PROP-KOK-000431,way/356462564,kokapet,property_candidate,yes,17.38678574,78.33911837,130.04,1399.78,155.53,46.25,"{'min_lon': 78.3390547, 'min_lat': 17.3867417, 'max_lon': 78.339182, 'max_lat': 17.3868298}"
PROP-KOK-000432,way/356462580,kokapet,property_candidate,yes,17.38649534,78.33888248,98.91,1064.71,118.3,40.36,"{'min_lon': 78.3388246, 'min_lat': 17.3864541, 'max_lon': 78.3389404, 'max_lat': 17.3865366}"
PROP-KOK-000433,way/356462635,kokapet,property_candidate,yes,17.38668215,78.33911815,115.85,1246.96,138.55,43.41,"{'min_lon': 78.3390602, 'min_lat': 17.386639, 'max_lon': 78.3391761, 'max_lat': 17.3867253}"
PROP-KOK-000434,way/356462664,kokapet,property_candidate,yes,17.38628032,78.33732859,53.79,579.03,64.34,29.54,"{'min_lon': 78.3372844, 'min_lat': 17.3862441, 'max_lon': 78.3373728, 'max_lat': 17.3863165}"
PROP-KOK-000435,way/356462747,kokapet,property_candidate,yes,17.38667721,78.33886462,91.81,988.24,109.8,38.69,"{'min_lon': 78.3388104, 'min_lat': 17.3866364, 'max_lon': 78.3389188, 'max_lat': 17.386718}"
PROP-KOK-000436,way/356462769,kokapet,property_candidate,yes,17.38676856,78.33886572,119.21,1283.14,142.57,44.46,"{'min_lon': 78.338801, 'min_lat': 17.386724, 'max_lon': 78.3389304, 'max_lat': 17.3868131}"
PROP-KOK-000437,way/356462871,kokapet,property_candidate,yes,17.38658305,78.33887,100.88,1085.89,120.65,40.57,"{'min_lon': 78.3388131, 'min_lat': 17.3865403, 'max_lon': 78.3389269, 'max_lat': 17.3866258}"
PROP-KOK-000438,way/356462938,kokapet,property_candidate,yes,17.3865872,78.33912205,113.46,1221.22,135.69,42.81,"{'min_lon': 78.3390668, 'min_lat': 17.3865436, 'max_lon': 78.3391773, 'max_lat': 17.3866308}"
PROP-KOK-000439,way/356462964,kokapet,property_candidate,yes,17.38581362,78.33910062,50.69,545.64,60.63,32.68,"{'min_lon': 78.3390796, 'min_lat': 17.3857582, 'max_lon': 78.3391216, 'max_lat': 17.385869}"
PROP-KOK-000440,way/357625036,kokapet,property_candidate,yes,17.39401475,78.33835258,82.22,884.97,98.33,37.12,"{'min_lon': 78.3382908, 'min_lat': 17.393966, 'max_lon': 78.3384144, 'max_lat': 17.3940635}"
PROP-KOK-000441,way/357625038,kokapet,property_candidate,yes,17.39392425,78.33837865,87.18,938.43,104.27,37.37,"{'min_lon': 78.3383223, 'min_lat': 17.3938724, 'max_lon': 78.338435, 'max_lat': 17.3939761}"
PROP-KOK-000442,way/357625041,kokapet,property_candidate,yes,17.39375234,78.33828417,39.55,425.7,47.3,25.26,"{'min_lon': 78.3382435, 'min_lat': 17.393716, 'max_lon': 78.3383249, 'max_lat': 17.3937887}"
PROP-KOK-000443,way/357625043,kokapet,property_candidate,yes,17.3940642,78.3381962,45.27,487.26,54.14,27.25,"{'min_lon': 78.3381551, 'min_lat': 17.3940208, 'max_lon': 78.3382373, 'max_lat': 17.3941076}"
PROP-KOK-000444,way/357625055,kokapet,property_candidate,yes,17.39420817,78.33780015,68.44,736.73,81.86,33.46,"{'min_lon': 78.3377503, 'min_lat': 17.3941553, 'max_lon': 78.33785, 'max_lat': 17.394261}"
PROP-KOK-000445,way/357625064,kokapet,property_candidate,yes,17.39462945,78.3374912,54.15,582.92,64.77,30.17,"{'min_lon': 78.3374508, 'min_lat': 17.3945816, 'max_lon': 78.3375316, 'max_lat': 17.3946773}"
PROP-KOK-000446,way/357625076,kokapet,property_candidate,yes,17.39382106,78.33764983,70.78,761.92,84.66,33.66,"{'min_lon': 78.3375981, 'min_lat': 17.3937707, 'max_lon': 78.3377016, 'max_lat': 17.3938714}"
PROP-KOK-000447,way/562148774,kokapet,property_candidate,yes,17.3891177,78.33235843,193.59,2083.74,231.53,57.68,"{'min_lon': 78.3322617, 'min_lat': 17.3890476, 'max_lon': 78.3324552, 'max_lat': 17.3891878}"
PROP-KOK-000448,way/562148776,kokapet,property_candidate,yes,17.38923735,78.3324149,244.65,2633.39,292.6,65.9,"{'min_lon': 78.3323022, 'min_lat': 17.3891615, 'max_lon': 78.3325276, 'max_lat': 17.3893132}"
PROP-KOK-000449,way/562148777,kokapet,property_candidate,yes,17.3887071,78.33256772,163.93,1764.48,196.05,56.46,"{'min_lon': 78.3324657, 'min_lat': 17.3886385, 'max_lon': 78.3326697, 'max_lat': 17.3887757}"
PROP-KOK-000450,way/562148780,kokapet,property_candidate,yes,17.3888152,78.3326033,120.01,1291.83,143.54,46.95,"{'min_lon': 78.3325208, 'min_lat': 17.38876, 'max_lon': 78.3326858, 'max_lat': 17.3888704}"
PROP-KOK-000451,way/562148782,kokapet,property_candidate,yes,17.3889139,78.33265053,108.24,1165.09,129.45,44.48,"{'min_lon': 78.332575, 'min_lat': 17.3888704, 'max_lon': 78.3327261, 'max_lat': 17.3889574}"
PROP-KOK-000452,way/562148783,kokapet,property_candidate,yes,17.38902959,78.33267902,249.92,2690.12,298.9,63.4,"{'min_lon': 78.3325914, 'min_lat': 17.3889546, 'max_lon': 78.3327666, 'max_lat': 17.3891046}"
PROP-KOK-000453,way/562148785,kokapet,property_candidate,yes,17.38918695,78.33271002,105.85,1139.33,126.59,44.27,"{'min_lon': 78.3326323, 'min_lat': 17.3891375, 'max_lon': 78.3327877, 'max_lat': 17.3892364}"
PROP-KOK-000454,way/562148787,kokapet,property_candidate,yes,17.388652,78.3327999,349.44,3761.32,417.92,76.51,"{'min_lon': 78.3326726, 'min_lat': 17.3885513, 'max_lon': 78.3329272, 'max_lat': 17.3887527}"
PROP-KOK-000455,way/562148789,kokapet,property_candidate,yes,17.38881807,78.33285487,294.31,3167.94,351.99,72.89,"{'min_lon': 78.3327288, 'min_lat': 17.388735, 'max_lon': 78.3329809, 'max_lat': 17.3889011}"
PROP-KOK-000456,way/562148790,kokapet,property_candidate,yes,17.38895992,78.33285911,179.44,1931.53,214.61,57.01,"{'min_lon': 78.3327588, 'min_lat': 17.3888856, 'max_lon': 78.3329594, 'max_lat': 17.3890342}"
PROP-KOK-000457,way/562148791,kokapet,property_candidate,yes,17.3890955,78.33292749,341.01,3670.65,407.85,83.08,"{'min_lon': 78.3327673, 'min_lat': 17.3890084, 'max_lon': 78.3330801, 'max_lat': 17.3891827}"
PROP-KOK-000458,way/562148794,kokapet,property_candidate,yes,17.38982275,78.33226405,219.09,2358.22,262.02,60.27,"{'min_lon': 78.3321641, 'min_lat': 17.389741, 'max_lon': 78.332364, 'max_lat': 17.3899045}"
PROP-KOK-000459,way/562148795,kokapet,property_candidate,yes,17.38995732,78.33231561,221.15,2380.43,264.49,63.08,"{'min_lon': 78.3322055, 'min_lat': 17.3898796, 'max_lon': 78.3324257, 'max_lat': 17.390035}"
PROP-KOK-000460,way/562148796,kokapet,property_candidate,yes,17.3893909,78.33275958,219.78,2365.65,262.85,60.27,"{'min_lon': 78.3326617, 'min_lat': 17.3893124, 'max_lon': 78.3328575, 'max_lat': 17.3894694}"
PROP-KOK-000461,way/562148797,kokapet,property_candidate,yes,17.3895203,78.33280445,175.79,1892.17,210.24,55.81,"{'min_lon': 78.3327085, 'min_lat': 17.3894535, 'max_lon': 78.3329004, 'max_lat': 17.3895871}"
PROP-KOK-000462,way/562148798,kokapet,property_candidate,yes,17.38943805,78.33303902,222.75,2397.65,266.41,60.45,"{'min_lon': 78.3329416, 'min_lat': 17.3893581, 'max_lon': 78.3331364, 'max_lat': 17.389518}"
PROP-KOK-000463,way/562148799,kokapet,property_candidate,yes,17.38957305,78.33310412,258.01,2777.21,308.58,69.68,"{'min_lon': 78.3329806, 'min_lat': 17.389495, 'max_lon': 78.3332276, 'max_lat': 17.3896511}"
PROP-KOK-000464,way/562148800,kokapet,property_candidate,yes,17.38965502,78.33285031,218.29,2349.63,261.07,60.85,"{'min_lon': 78.3327492, 'min_lat': 17.3895796, 'max_lon': 78.3329514, 'max_lat': 17.3897304}"
PROP-KOK-000465,way/562148801,kokapet,property_candidate,yes,17.38977532,78.33288301,152.0,1636.06,181.78,50.37,"{'min_lon': 78.3328012, 'min_lat': 17.3897127, 'max_lon': 78.3329648, 'max_lat': 17.3898379}"
PROP-KOK-000466,way/562148802,kokapet,property_candidate,yes,17.3897115,78.33314135,203.59,2191.39,243.49,58.87,"{'min_lon': 78.3330443, 'min_lat': 17.3896414, 'max_lon': 78.3332384, 'max_lat': 17.3897816}"
PROP-KOK-000467,way/562148803,kokapet,property_candidate,yes,17.3901318,78.3336809,175.13,1885.09,209.45,54.31,"{'min_lon': 78.3335897, 'min_lat': 17.3900596, 'max_lon': 78.3337721, 'max_lat': 17.390204}"
PROP-KOK-000468,way/562148804,kokapet,property_candidate,yes,17.3903053,78.33394158,85.09,915.94,101.77,38.49,"{'min_lon': 78.333875, 'min_lat': 17.3902531, 'max_lon': 78.3340082, 'max_lat': 17.3903575}"
PROP-KOK-000469,way/562148805,kokapet,property_candidate,yes,17.3901891,78.33390843,128.49,1383.07,153.67,48.31,"{'min_lon': 78.3338248, 'min_lat': 17.3901352, 'max_lon': 78.3339921, 'max_lat': 17.390243}"
PROP-KOK-000470,way/562148806,kokapet,property_candidate,yes,17.3900889,78.3338516,140.24,1509.49,167.72,48.35,"{'min_lon': 78.3337701, 'min_lat': 17.3900209, 'max_lon': 78.3339331, 'max_lat': 17.3901569}"
PROP-KOK-000471,way/562148807,kokapet,property_candidate,yes,17.38997615,78.33381343,141.05,1518.29,168.7,50.27,"{'min_lon': 78.333726, 'min_lat': 17.3899147, 'max_lon': 78.3339009, 'max_lat': 17.3900376}"
PROP-KOK-000472,way/562148808,kokapet,property_candidate,yes,17.390035,78.3336404,189.88,2043.86,227.1,56.18,"{'min_lon': 78.3335489, 'min_lat': 17.3899633, 'max_lon': 78.3337319, 'max_lat': 17.3901067}"
PROP-KOK-000473,way/562148809,kokapet,property_candidate,yes,17.38990432,78.33360866,166.33,1790.38,198.93,52.26,"{'min_lon': 78.3335256, 'min_lat': 17.3898376, 'max_lon': 78.3336917, 'max_lat': 17.389971}"
PROP-KOK-000474,way/562148810,kokapet,property_candidate,yes,17.38986095,78.3337934,173.69,1869.6,207.73,54.39,"{'min_lon': 78.333702, 'min_lat': 17.3897918, 'max_lon': 78.3338848, 'max_lat': 17.3899301}"
PROP-KOK-000475,way/562148811,kokapet,property_candidate,yes,17.38962737,78.3337241,188.16,2025.38,225.04,55.62,"{'min_lon': 78.3336493, 'min_lat': 17.3895422, 'max_lon': 78.3337989, 'max_lat': 17.3897125}"
PROP-KOK-000476,way/562148812,kokapet,property_candidate,yes,17.38965978,78.33359895,133.6,1438.11,159.79,47.19,"{'min_lon': 78.3335304, 'min_lat': 17.389584, 'max_lon': 78.3336675, 'max_lat': 17.3897356}"
PROP-KOK-000477,way/562148813,kokapet,property_candidate,yes,17.3896949,78.33348735,164.55,1771.23,196.8,52.47,"{'min_lon': 78.3334198, 'min_lat': 17.3896133, 'max_lon': 78.3335549, 'max_lat': 17.3897765}"
PROP-KOK-000478,way/562148814,kokapet,property_candidate,yes,17.3895012,78.33351577,290.25,3124.17,347.13,71.85,"{'min_lon': 78.3333908, 'min_lat': 17.3894102, 'max_lon': 78.3336407, 'max_lat': 17.3895922}"
PROP-KOK-000479,way/562148815,kokapet,property_candidate,yes,17.38938415,78.33348373,331.1,3563.98,396.0,76.8,"{'min_lon': 78.3333509, 'min_lat': 17.3892913, 'max_lon': 78.3336166, 'max_lat': 17.389477}"
PROP-KOK-000480,way/562148816,kokapet,property_candidate,yes,17.3892471,78.33342438,259.27,2790.75,310.08,67.74,"{'min_lon': 78.3333073, 'min_lat': 17.3891631, 'max_lon': 78.3335415, 'max_lat': 17.3893311}"
PROP-KOK-000481,way/562148817,kokapet,property_candidate,yes,17.38914492,78.33337619,172.69,1858.81,206.53,60.44,"{'min_lon': 78.3332645, 'min_lat': 17.3890713, 'max_lon': 78.3334878, 'max_lat': 17.3892185}"
PROP-KOK-000482,way/562148818,kokapet,property_candidate,yes,17.38900915,78.333342,200.6,2159.26,239.92,61.84,"{'min_lon': 78.3332311, 'min_lat': 17.3889303, 'max_lon': 78.3334529, 'max_lat': 17.389088}"
PROP-KOK-000483,way/562148819,kokapet,property_candidate,yes,17.38890303,78.33327598,156.49,1684.45,187.16,55.03,"{'min_lon': 78.3331768, 'min_lat': 17.3888384, 'max_lon': 78.3333752, 'max_lat': 17.3889677}"
PROP-KOK-000484,way/562148820,kokapet,property_candidate,yes,17.38875145,78.33323878,175.92,1893.56,210.4,56.63,"{'min_lon': 78.33314, 'min_lat': 17.3886862, 'max_lon': 78.3333376, 'max_lat': 17.3888167}"
PROP-KOK-000485,way/562148821,kokapet,property_candidate,yes,17.3886251,78.33319145,147.36,1586.18,176.24,50.78,"{'min_lon': 78.3331043, 'min_lat': 17.3885615, 'max_lon': 78.3332786, 'max_lat': 17.3886887}"
PROP-KOK-000486,way/562148822,kokapet,property_candidate,yes,17.38849562,78.33313433,182.46,1963.94,218.22,54.86,"{'min_lon': 78.3330437, 'min_lat': 17.3884203, 'max_lon': 78.3332249, 'max_lat': 17.3885709}"
PROP-KOK-000487,way/562148823,kokapet,property_candidate,yes,17.3883643,78.33309637,175.86,1892.97,210.33,57.3,"{'min_lon': 78.3329946, 'min_lat': 17.3882959, 'max_lon': 78.3331981, 'max_lat': 17.3884327}"
PROP-KOK-000488,way/562148824,kokapet,property_candidate,yes,17.3881204,78.33303442,299.85,3227.52,358.61,71.09,"{'min_lon': 78.332919, 'min_lat': 17.3880359, 'max_lon': 78.3331498, 'max_lat': 17.3882049}"
PROP-KOK-000489,way/562148828,kokapet,property_candidate,yes,17.38758898,78.3328577,215.4,2318.57,257.62,62.55,"{'min_lon': 78.3327506, 'min_lat': 17.3875234, 'max_lon': 78.3329648, 'max_lat': 17.3876546}"
PROP-KOK-000490,way/562148829,kokapet,property_candidate,yes,17.38772528,78.33288651,205.33,2210.2,245.58,59.57,"{'min_lon': 78.3327868, 'min_lat': 17.3876552, 'max_lon': 78.3329862, 'max_lat': 17.3877954}"
PROP-KOK-000491,way/562148830,kokapet,property_candidate,yes,17.3878337,78.3329347,192.49,2071.94,230.22,58.47,"{'min_lon': 78.3328349, 'min_lat': 17.3877671, 'max_lon': 78.3330345, 'max_lat': 17.3879003}"
PROP-KOK-000492,way/562148831,kokapet,property_candidate,yes,17.38797887,78.33300507,218.9,2356.21,261.8,66.22,"{'min_lon': 78.3328844, 'min_lat': 17.3879064, 'max_lon': 78.3331257, 'max_lat': 17.3880513}"
PROP-KOK-000493,way/562149775,kokapet,property_candidate,yes,17.39086945,78.33389153,159.64,1718.3,190.92,51.01,"{'min_lon': 78.3338062, 'min_lat': 17.3907886, 'max_lon': 78.3339769, 'max_lat': 17.3909503}"
PROP-KOK-000494,way/562149776,kokapet,property_candidate,yes,17.39096794,78.33381651,197.68,2127.83,236.43,57.0,"{'min_lon': 78.3337228, 'min_lat': 17.3908799, 'max_lon': 78.3339139, 'max_lat': 17.3910573}"
PROP-KOK-000495,way/562149777,kokapet,property_candidate,yes,17.3910498,78.33374585,185.45,1996.2,221.8,55.27,"{'min_lon': 78.3336527, 'min_lat': 17.3909634, 'max_lon': 78.333839, 'max_lat': 17.3911362}"
PROP-KOK-000496,way/562149778,kokapet,property_candidate,yes,17.39171915,78.3336123,153.52,1652.51,183.61,50.7,"{'min_lon': 78.3335303, 'min_lat': 17.3916576, 'max_lon': 78.3336943, 'max_lat': 17.3917807}"
PROP-KOK-000497,way/562149779,kokapet,property_candidate,yes,17.39158093,78.33361266,135.36,1456.97,161.89,53.26,"{'min_lon': 78.3335224, 'min_lat': 17.3915191, 'max_lon': 78.3336922, 'max_lat': 17.3916406}"
PROP-KOK-000498,way/562149780,kokapet,property_candidate,yes,17.39168533,78.33342064,154.33,1661.15,184.57,49.78,"{'min_lon': 78.333345, 'min_lat': 17.3916174, 'max_lon': 78.3334963, 'max_lat': 17.3917533}"
PROP-KOK-000499,way/562149781,kokapet,property_candidate,yes,17.3918254,78.3334437,144.84,1559.01,173.22,49.29,"{'min_lon': 78.3333627, 'min_lat': 17.3917633, 'max_lon': 78.3335247, 'max_lat': 17.3918875}"
PROP-KOK-000500,way/562149782,kokapet,property_candidate,yes,17.39192857,78.33347831,214.36,2307.35,256.37,58.58,"{'min_lon': 78.3333906, 'min_lat': 17.3918465, 'max_lon': 78.333566, 'max_lat': 17.3920106}"
PROP-KOK-000501,way/562149783,kokapet,property_candidate,yes,17.39204155,78.33351618,178.97,1926.37,214.04,53.85,"{'min_lon': 78.3334319, 'min_lat': 17.3919697, 'max_lon': 78.3336005, 'max_lat': 17.3921134}"
PROP-KOK-000502,way/562149784,kokapet,property_candidate,yes,17.3919226,78.33300115,154.37,1661.66,184.63,54.0,"{'min_lon': 78.3329046, 'min_lat': 17.3918563, 'max_lon': 78.3330977, 'max_lat': 17.3919889}"
PROP-KOK-000503,way/562149785,kokapet,property_candidate,yes,17.39203367,78.33304386,156.91,1688.92,187.66,52.75,"{'min_lon': 78.3329526, 'min_lat': 17.3919684, 'max_lon': 78.3331351, 'max_lat': 17.3920989}"
PROP-KOK-000504,way/562149786,kokapet,property_candidate,yes,17.39213925,78.3330836,134.36,1446.28,160.7,47.3,"{'min_lon': 78.3330061, 'min_lat': 17.3920782, 'max_lon': 78.3331611, 'max_lat': 17.3922003}"
PROP-KOK-000505,way/562149787,kokapet,property_candidate,yes,17.3922535,78.33312185,150.49,1619.87,179.99,51.75,"{'min_lon': 78.3330321, 'min_lat': 17.3921893, 'max_lon': 78.3332116, 'max_lat': 17.3923177}"
PROP-KOK-000506,way/562149793,kokapet,property_candidate,yes,17.39219325,78.3327577,143.83,1548.15,172.02,49.57,"{'min_lon': 78.332674, 'min_lat': 17.3921297, 'max_lon': 78.3328414, 'max_lat': 17.3922568}"
PROP-KOK-000507,way/562149794,kokapet,property_candidate,yes,17.39172278,78.33261519,106.7,1148.53,127.61,42.54,"{'min_lon': 78.3325446, 'min_lat': 17.39167, 'max_lon': 78.3326858, 'max_lat': 17.3917756}"
PROP-KOK-000508,way/562149795,kokapet,property_candidate,yes,17.39183335,78.33265935,159.7,1719.03,191.0,51.8,"{'min_lon': 78.3325765, 'min_lat': 17.3917734, 'max_lon': 78.3327422, 'max_lat': 17.3918933}"
PROP-KOK-000509,way/562149812,kokapet,property_candidate,yes,17.39461025,78.33991332,143.08,1540.08,171.12,50.95,"{'min_lon': 78.3398273, 'min_lat': 17.39456, 'max_lon': 78.3399993, 'max_lat': 17.3946605}"
PROP-KOK-000510,way/562149813,kokapet,property_candidate,yes,17.39441827,78.33988581,498.03,5360.72,595.64,90.01,"{'min_lon': 78.3397673, 'min_lat': 17.3942858, 'max_lon': 78.3400043, 'max_lat': 17.3945507}"
PROP-KOK-000511,way/562149814,kokapet,property_candidate,yes,17.39023755,78.33658022,208.44,2243.64,249.29,61.09,"{'min_lon': 78.3364781, 'min_lat': 17.3901764, 'max_lon': 78.3366823, 'max_lat': 17.3902987}"
PROP-KOK-000512,way/562149815,kokapet,property_candidate,yes,17.3899422,78.3365033,287.66,3096.32,344.04,70.8,"{'min_lon': 78.336386, 'min_lat': 17.3898647, 'max_lon': 78.3366206, 'max_lat': 17.3900197}"
PROP-KOK-000513,way/562149816,kokapet,property_candidate,yes,17.3900898,78.336551,331.15,3564.48,396.05,80.4,"{'min_lon': 78.336409, 'min_lat': 17.3900166, 'max_lon': 78.336693, 'max_lat': 17.390163}"
PROP-KOK-000514,way/562149817,kokapet,property_candidate,yes,17.3893178,78.33602275,257.15,2767.94,307.55,69.57,"{'min_lon': 78.3359003, 'min_lat': 17.3892443, 'max_lon': 78.3361452, 'max_lat': 17.3893913}"
PROP-KOK-000515,way/562149818,kokapet,property_candidate,yes,17.38911688,78.33634343,424.87,4573.28,508.14,87.27,"{'min_lon': 78.336195, 'min_lat': 17.389023, 'max_lon': 78.3364919, 'max_lat': 17.3892108}"
PROP-KOK-000516,way/562149819,kokapet,property_candidate,yes,17.3894934,78.33604103,260.14,2800.14,311.13,68.8,"{'min_lon': 78.3359264, 'min_lat': 17.3894304, 'max_lon': 78.3361557, 'max_lat': 17.3895564}"
PROP-KOK-000517,way/562149820,kokapet,property_candidate,yes,17.38938045,78.3357348,120.22,1294.04,143.78,45.16,"{'min_lon': 78.335659, 'min_lat': 17.3893223, 'max_lon': 78.3358106, 'max_lat': 17.3894386}"
PROP-KOK-000518,way/562149821,kokapet,property_candidate,yes,17.3895565,78.33572618,159.89,1721.04,191.23,62.08,"{'min_lon': 78.3356069, 'min_lat': 17.3894952, 'max_lon': 78.3358455, 'max_lat': 17.3896178}"
PROP-KOK-000519,way/562149822,kokapet,property_candidate,yes,17.38968335,78.3357506,290.41,3125.94,347.33,74.42,"{'min_lon': 78.3356182, 'min_lat': 17.389603, 'max_lon': 78.335883, 'max_lat': 17.3897637}"
PROP-KOK-000520,way/562149823,kokapet,property_candidate,yes,17.38982985,78.33577155,256.8,2764.21,307.13,68.42,"{'min_lon': 78.335652, 'min_lat': 17.3897501, 'max_lon': 78.3358911, 'max_lat': 17.3899096}"
PROP-KOK-000521,way/562149824,kokapet,property_candidate,yes,17.38975643,78.33612093,358.8,3862.13,429.13,79.57,"{'min_lon': 78.3359902, 'min_lat': 17.3896769, 'max_lon': 78.3362517, 'max_lat': 17.389836}"
PROP-KOK-000522,way/562149825,kokapet,property_candidate,yes,17.3896128,78.33607435,254.98,2744.54,304.95,67.52,"{'min_lon': 78.3359572, 'min_lat': 17.389531, 'max_lon': 78.3361915, 'max_lat': 17.3896946}"
PROP-KOK-000523,way/562149826,kokapet,property_candidate,yes,17.38959505,78.33643818,189.39,2038.63,226.51,67.41,"{'min_lon': 78.3363094, 'min_lat': 17.3895441, 'max_lon': 78.336567, 'max_lat': 17.389646}"
PROP-KOK-000524,way/562149827,kokapet,property_candidate,yes,17.38943252,78.33638821,240.02,2583.52,287.06,63.32,"{'min_lon': 78.3362899, 'min_lat': 17.3893624, 'max_lon': 78.3364865, 'max_lat': 17.3895026}"
PROP-KOK-000525,way/562149828,kokapet,property_candidate,yes,17.38927705,78.3363755,288.93,3110.0,345.56,76.39,"{'min_lon': 78.336237, 'min_lat': 17.3892032, 'max_lon': 78.336514, 'max_lat': 17.3893509}"
PROP-KOK-000526,way/562149829,kokapet,property_candidate,yes,17.38920434,78.33670095,229.44,2469.72,274.41,65.62,"{'min_lon': 78.3365936, 'min_lat': 17.38915, 'max_lon': 78.3368242, 'max_lat': 17.389262}"
PROP-KOK-000527,way/562149830,kokapet,property_candidate,yes,17.38933633,78.33672879,427.64,4603.08,511.45,84.15,"{'min_lon': 78.3365962, 'min_lat': 17.3892353, 'max_lon': 78.3368614, 'max_lat': 17.3894374}"
PROP-KOK-000528,way/562149831,kokapet,property_candidate,yes,17.38950107,78.3367604,292.62,3149.75,349.97,72.88,"{'min_lon': 78.3366359, 'min_lat': 17.3894253, 'max_lon': 78.3368849, 'max_lat': 17.3895768}"
PROP-KOK-000529,way/562149832,kokapet,property_candidate,yes,17.38964395,78.3367815,241.03,2594.48,288.28,65.91,"{'min_lon': 78.3366688, 'min_lat': 17.3895728, 'max_lon': 78.3368942, 'max_lat': 17.3897151}"
PROP-KOK-000530,way/562149833,kokapet,property_candidate,yes,17.38970825,78.33644153,276.63,2977.63,330.85,72.47,"{'min_lon': 78.3363134, 'min_lat': 17.3896323, 'max_lon': 78.3365697, 'max_lat': 17.3897842}"
PROP-KOK-000531,way/562149837,kokapet,property_candidate,yes,17.3879675,78.33905478,228.82,2463.02,273.67,66.19,"{'min_lon': 78.3389384, 'min_lat': 17.3879035, 'max_lon': 78.3391712, 'max_lat': 17.3880315}"
PROP-KOK-000532,way/562149838,kokapet,property_candidate,yes,17.38785547,78.33911198,270.65,2913.28,323.7,69.15,"{'min_lon': 78.3389974, 'min_lat': 17.3877843, 'max_lon': 78.3392266, 'max_lat': 17.3879266}"
PROP-KOK-000533,way/562149839,kokapet,property_candidate,yes,17.38773788,78.33915232,277.14,2983.09,331.45,73.23,"{'min_lon': 78.3390215, 'min_lat': 17.3876618, 'max_lon': 78.3392831, 'max_lat': 17.387814}"
PROP-KOK-000534,way/562149840,kokapet,property_candidate,yes,17.3877868,78.33938555,308.34,3318.92,368.77,72.61,"{'min_lon': 78.3392673, 'min_lat': 17.3877053, 'max_lon': 78.3395038, 'max_lat': 17.3878683}"
PROP-KOK-000535,way/562149841,kokapet,property_candidate,yes,17.38791985,78.33935045,219.01,2357.39,261.93,64.92,"{'min_lon': 78.3392351, 'min_lat': 17.3878536, 'max_lon': 78.3394658, 'max_lat': 17.3879861}"
PROP-KOK-000536,way/562149842,kokapet,property_candidate,yes,17.3880345,78.3393315,282.61,3041.99,338.0,74.0,"{'min_lon': 78.3392003, 'min_lat': 17.3879626, 'max_lon': 78.3394627, 'max_lat': 17.3881064}"
PROP-KOK-000537,way/562149844,kokapet,property_candidate,yes,17.38843006,78.33715328,258.18,2779.02,308.78,64.34,"{'min_lon': 78.3370717, 'min_lat': 17.3883583, 'max_lon': 78.3372349, 'max_lat': 17.3885018}"
PROP-KOK-000538,way/562149845,kokapet,property_candidate,yes,17.38858057,78.33718346,171.1,1841.67,204.63,54.14,"{'min_lon': 78.3370945, 'min_lat': 17.3885185, 'max_lon': 78.3372724, 'max_lat': 17.3886426}"
PROP-KOK-000539,way/562149846,kokapet,property_candidate,yes,17.38868883,78.33734394,91.1,980.61,108.96,38.36,"{'min_lon': 78.3372934, 'min_lat': 17.3886484, 'max_lon': 78.3373945, 'max_lat': 17.3887293}"
PROP-KOK-000540,way/562149847,kokapet,property_candidate,yes,17.3886989,78.33748295,220.71,2375.74,263.97,59.59,"{'min_lon': 78.3374092, 'min_lat': 17.3886195, 'max_lon': 78.3375567, 'max_lat': 17.3887783}"
PROP-KOK-000541,way/562149848,kokapet,property_candidate,yes,17.38868379,78.33761537,185.42,1995.86,221.76,54.78,"{'min_lon': 78.3375524, 'min_lat': 17.3886113, 'max_lon': 78.3376783, 'max_lat': 17.3887563}"
PROP-KOK-000542,way/562149849,kokapet,property_candidate,yes,17.38791141,78.33779588,135.33,1456.65,161.85,46.56,"{'min_lon': 78.3377333, 'min_lat': 17.3878547, 'max_lon': 78.3378585, 'max_lat': 17.3879681}"
PROP-KOK-000543,way/562149850,kokapet,property_candidate,yes,17.38803579,78.33781212,150.13,1615.94,179.55,49.42,"{'min_lon': 78.3377403, 'min_lat': 17.3879793, 'max_lon': 78.3378839, 'max_lat': 17.3880923}"
